decoy_bad,seed,method,worst_case,robust_gap,avg_ref,decoy_mass,entropy,kl_to_ref,robust_opt_value
0.02,9,RONPO,0.2808434225386728,0.009585684851065035,0.525795933188243,0.3145000095447917,1.4260104406421417,0.6534311010376942,0.2904291073897378
0.04,0,SPPO-avg,0.04077330304046675,0.2652072182629196,0.5292188134470708,0.9975834448559499,0.01930898774714474,2.060132553932691,0.3059805213033864
0.04,0,INPO-avg,0.21066235861416804,0.09531816268921833,0.5292606049525622,0.26589560767141035,1.8140589522439836,0.2653825894358522,0.3059805213033864
0.04,0,MNPO-hist-avg,0.2104824752625296,0.09549804604085677,0.5120615844720974,0.15146265162737443,2.043708270689807,0.03573327099002918,0.3059805213033864
0.04,0,HT-MNPO-mix,0.2100324374961608,0.09594808380722558,0.5296070865492498,0.2541186940354054,1.8173292046116696,0.2621123370681661,0.3059805213033864
0.04,0,RONPO,0.2844177746539998,0.021562746649386566,0.5315800249598855,0.3272047830690792,1.4056875813973175,0.6737539602825181,0.3059805213033864
0.04,1,SPPO-avg,0.04055299612769773,0.24156067734538514,0.5292233782928595,0.9975816280076658,0.019300047356514312,2.0601414943233216,0.28211367347308286
0.04,1,INPO-avg,0.2045104553826356,0.07760321809044726,0.5307064787304424,0.26813678900815174,1.8041720825861765,0.27526945909365913,0.28211367347308286
0.04,1,MNPO-hist-avg,0.2110005709106139,0.07111310256246897,0.5128712005675392,0.1516434472994559,2.0415148489180277,0.037926692761807795,0.28211367347308286
0.04,1,HT-MNPO-mix,0.2030135524936369,0.07910012097944596,0.5309755804496865,0.25677116757150165,1.8057017015677141,0.2737398401121217,0.28211367347308286
0.04,1,RONPO,0.28452794529433983,-0.0024142718212569747,0.5337593493123812,0.3273142192269297,1.4046075015812955,0.6748340400985404,0.28211367347308286
0.04,2,SPPO-avg,0.04044030961781515,0.2632086753730543,0.5292239318790614,0.997585212642119,0.01915468404573419,2.060286857634102,0.30364898499086945
0.04,2,INPO-avg,0.19394252084270835,0.1097064641481611,0.528382479781057,0.26478101482906763,1.8190032907994005,0.26043825088043543,0.30364898499086945
0.04,2,MNPO-hist-avg,0.20695155043018265,0.0966974345606868,0.511228771692412,0.1512639239248462,2.046052360059681,0.03338918162015493,0.30364898499086945
0.04,2,HT-MNPO-mix,0.19204128992324226,0.11160769506762719,0.5287992859893698,0.2543930664903429,1.8171014627006032,0.26234007897923267,0.30364898499086945
0.04,2,RONPO,0.28422635794498696,0.01942262704588249,0.5271932126545251,0.3270204523685594,1.4078567880094899,0.671584753670346,0.30364898499086945
0.04,3,SPPO-avg,0.040501884921779405,0.25098740300839506,0.5292231021104219,0.9975853904672191,0.019160664046115335,2.060280877633721,0.2914892879301745
0.04,3,INPO-avg,0.19918934272947378,0.0922999452007007,0.5282930548012115,0.2645115235339808,1.8202011622265504,0.25924037945328554,0.2914892879301745
0.04,3,MNPO-hist-avg,0.2074318340304408,0.08405745389973368,0.5112447740266866,0.15126505314537084,2.0460255116214294,0.03341603005840611,0.2914892879301745
0.04,3,HT-MNPO-mix,0.19771375770010985,0.09377553023006463,0.5288505853149558,0.25420490412009383,1.8176451758527108,0.2617963658271249,0.2914892879301745
0.04,3,RONPO,0.2842414708958605,0.007247817034313986,0.5271327765525682,0.32703164855930345,1.4079385994412215,0.6715029422386143,0.2914892879301745
0.04,4,SPPO-avg,0.04045948289786045,0.27136831617037294,0.5292145459172967,0.9975853897640804,0.01932372018252276,2.0601178214973133,0.3118277990682334
0.04,4,INPO-avg,0.19688112640310967,0.1149466726651237,0.528690214737279,0.2650289529658268,1.8179018588087856,0.26153968287105006,0.3118277990682334
0.04,4,MNPO-hist-avg,0.20921521042340255,0.10261258864483083,0.5116314866715536,0.15135629007750104,2.0449438809965645,0.034497660683270814,0.3118277990682334
0.04,4,HT-MNPO-mix,0.19487787329567596,0.11694992577255742,0.5289360197716602,0.2542574636672242,1.8170242444133042,0.26241729726653135,0.3118277990682334
0.04,4,RONPO,0.28442707638482684,0.027400722683406542,0.5314737076121863,0.32718582741697355,1.4059740893426982,0.6734674523371375,0.3118277990682334
0.04,5,SPPO-avg,0.040452010419677505,0.27812806139158597,0.5292159087372785,0.9975859998362546,0.01934008211963512,2.0601014595601996,0.31858007181126347
0.04,5,INPO-avg,0.19585856007661565,0.12272151173464782,0.5287429180081623,0.26448014114478485,1.8203403489885552,0.25910119269128074,0.31858007181126347
