rho,seed,method,worst_case,robust_gap,avg_ref,entropy,kl_to_ref,robust_opt_value
0.5,2,INPO-avg,0.2556973722808375,-0.010411497699228583,0.5208282714887206,2.3019978847358034,0.1829087650521972,0.24528587458160891
0.5,2,MNPO-hist-avg,0.27490985148160957,-0.029623976900000654,0.5110167923401965,2.4522855364927545,0.03262111329524631,0.24528587458160891
0.5,2,HT-MNPO-mix,0.25371034089113165,-0.008424466309522732,0.520945105979643,2.2966055513229096,0.18830109846509066,0.24528587458160891
0.5,2,RONPO,0.30395190306176817,-0.058666028480159255,0.5136715247323622,2.3863543708365267,0.09855227895147389,0.24528587458160891
0.5,3,SPPO-avg,0.12454670916574674,0.2188763701758502,0.553480963378912,1.3515565245888763,1.1333501252006164,0.34342307934159694
0.5,3,INPO-avg,0.32086819655457605,0.02255488278702089,0.5704815020043267,1.951754456098233,0.5331521936897674,0.34342307934159694
0.5,3,MNPO-hist-avg,0.33150874650824336,0.01191433283335358,0.5382627624280156,2.370571644134298,0.1143350056537029,0.34342307934159694
0.5,3,HT-MNPO-mix,0.32028445409873235,0.023138625242864586,0.5706095435907204,1.946462861067313,0.5384437887206874,0.34342307934159694
0.5,3,RONPO,0.38661023724766924,-0.043187157906072304,0.5520528842569821,2.1632244191035492,0.32168223068445057,0.34342307934159694
0.5,4,SPPO-avg,0.12114406007702164,0.1858807193436536,0.5451935789338835,1.2562075398216628,1.2286991099675992,0.30702477942067524
0.5,4,INPO-avg,0.3183305128027014,-0.011305733382026173,0.5427803618002818,2.1872796999872484,0.297626949800752,0.30702477942067524
0.5,4,MNPO-hist-avg,0.27580420846071263,0.031220570959962612,0.5278806773084005,2.408695069457231,0.07621158033076987,0.30702477942067524
0.5,4,HT-MNPO-mix,0.3183468733144436,-0.01132209389376837,0.5431428859640648,2.18304205164553,0.30186459814247024,0.30702477942067524
0.5,4,RONPO,0.3324755328754916,-0.025450753454816344,0.535186995130055,2.2449537542898947,0.23995289549810603,0.30702477942067524
0.5,5,SPPO-avg,0.13396566347975067,0.13927387603473915,0.549107623783542,1.1762568191747125,1.30864983061421,0.2732395395144898
