left_model,right_model,n,skywork_win_rate,athene_win_rate,armo_win_rate,mean_win_rate,min_win_rate
ronpo_s2_ckpt2457,baseline,647,0.6885625965996909,0.6924265842349304,0.6004636785162287,0.6604842864502833,0.6004636785162287
ronpo_s2_ckpt2457,htmnpo_skywork_s2,647,0.6375579598145286,0.7179289026275116,0.6831530139103554,0.6795466254507986,0.6375579598145286
ronpo_s2_ckpt2457,htmnpo_athene_s2,647,0.6476043276661515,0.7990726429675425,0.7395672333848532,0.7287480680061824,0.6476043276661515
ronpo_s2_ckpt2457,htmnpo_armo_s2,647,0.642967542503864,0.7751159196290572,0.7387944358578052,0.7189592993302422,0.642967542503864
ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,647,0.5069551777434312,0.5316846986089645,0.5193199381761978,0.5193199381761978,0.5069551777434312
