model,display,mean_pairwise_win_rate,num_matchups,ci_low,ci_high,bootstrap_iterations
baseline,Base,0.6699351952490086,5,0.6023337279658665,0.7275008786415038,200
ronpo_s2_ckpt2457,RONPO S2 checkpoint-2457,0.536513078257042,5,0.4744227564235569,0.5995203489854093,200
ronpo_s2_ckpt1400,RONPO S2 checkpoint-1400,0.5066050255594654,5,0.4401652733900712,0.5736105573228195,200
htmnpo_skywork_s2,HT-MNPO Skywork S2,0.4750512721972736,5,0.41001625373925027,0.5436204764971793,200
htmnpo_armo_s2,HT-MNPO ArmoRM S2,0.4372443531396277,5,0.3841941300353823,0.5060618510389463,200
htmnpo_athene_s2,HT-MNPO Athene S2,0.37465107559758265,5,0.3198737720234343,0.42903464142903686,200
