batch_size,seed,method,worst_case,robust_gap,avg_ref,decoy_mass,entropy,kl_to_ref
64,18,RONPO-stochastic,0.266836531918485,0.029099716134400988,0.5159589375690512,0.17621916696164697,1.85056488691471,0.22887665476512548
128,18,RONPO-stochastic,0.24031272731087364,0.05562352074201235,0.5139780950889054,0.24189877340837623,1.8946210931317193,0.18482044854811647
256,18,RONPO-stochastic,0.25575815060151263,0.04017809745137335,0.5222233580293202,0.24670918469170172,1.7800026850973572,0.2994388565824785
512,18,RONPO-stochastic,0.2631220824797086,0.0328141655731774,0.5234538096844309,0.2479772736191282,1.781684785476451,0.297756756203385
1024,18,RONPO-stochastic,0.2503451138024472,0.045591134250438814,0.5214698310213572,0.2386716450558969,1.853917031826175,0.22552450985366088
2048,18,RONPO-stochastic,0.2556608889186975,0.040275359134188504,0.5224520182156174,0.2562499404453926,1.808933128859548,0.2705084128202873
4096,18,RONPO-stochastic,0.24978090844517106,0.046155339607714924,0.5208375301672912,0.25167995054705666,1.8463452409802592,0.2330963006995764
exact,19,RONPO-exact,0.28819955829005467,0.013159278735272173,0.5352300690944773,0.3405307308324051,1.3852790571124751,0.6941624845673606
8,19,RONPO-stochastic,0.14980660240554666,0.15155223461978018,0.5024826890911074,0.35027803588880724,1.53790028393592,0.5415412577439159
16,19,RONPO-stochastic,0.21262810674645338,0.08873073027887346,0.5138766006878203,0.25476392668963627,1.8966747757095566,0.18276676597027924
32,19,RONPO-stochastic,0.1945856768932234,0.10677316013210345,0.5071523629754332,0.25301884183934453,1.9322724338961188,0.14716910778371714
64,19,RONPO-stochastic,0.24576350452199427,0.05559533250333257,0.5138126900382881,0.2408160495287035,1.7761930782190953,0.3032484634607403
128,19,RONPO-stochastic,0.2668839702587418,0.034474866766585066,0.5185263601075092,0.21746519963082647,1.800126152730433,0.2793153889494028
256,19,RONPO-stochastic,0.262958196676135,0.03840064034919183,0.5261834122209915,0.3108812055349646,1.6347025314959582,0.4447390101838774
512,19,RONPO-stochastic,0.25280621441027923,0.048552622615047614,0.5229705895154741,0.23640778312372,1.8398510091530573,0.2395905325267786
1024,19,RONPO-stochastic,0.2503338903508807,0.051024946674446126,0.5234436952384828,0.2296080455199643,1.8658196565918566,0.2136218850879792
2048,19,RONPO-stochastic,0.25402528218245685,0.047333554842869996,0.5235755528679186,0.25861527606703305,1.8120300705392378,0.26741147114059804
4096,19,RONPO-stochastic,0.2499084064537681,0.051450430571558736,0.5210839581795049,0.24729072538116506,1.857012295450604,0.22242924622923163
