custom_id,prompt_id,left_model,right_model,model_a,model_b,order,input_tokens_est
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|baseline|htmnpo_armo_s2|flip,4bd9c727c0cd1ff63413797fc1c884723df86704,baseline,htmnpo_armo_s2,htmnpo_armo_s2,baseline,flip,3136.5
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|baseline|ronpo_s2_ckpt1400|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,baseline,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,keep,3169.5
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|baseline|ronpo_s2_ckpt2457|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,baseline,ronpo_s2_ckpt2457,baseline,ronpo_s2_ckpt2457,keep,3242.2
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_skywork_s2|htmnpo_athene_s2|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,6858.0
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_skywork_s2|htmnpo_armo_s2|flip,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_skywork_s2,flip,4305.8
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_skywork_s2|ronpo_s2_ckpt1400|flip,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,flip,4338.8
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_skywork_s2|ronpo_s2_ckpt2457|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,ronpo_s2_ckpt2457,keep,4411.5
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_athene_s2|htmnpo_armo_s2|flip,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_athene_s2,flip,6240.2
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,6273.2
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_athene_s2|ronpo_s2_ckpt2457|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,ronpo_s2_ckpt2457,keep,6346.0
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_armo_s2|ronpo_s2_ckpt1400|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,ronpo_s2_ckpt1400,keep,3721.0
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|htmnpo_armo_s2|ronpo_s2_ckpt2457|keep,4bd9c727c0cd1ff63413797fc1c884723df86704,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,keep,3793.8
ronpo-s2-gpt55|4bd9c727c0cd1ff63413797fc1c884723df86704|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,4bd9c727c0cd1ff63413797fc1c884723df86704,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,3826.8
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|baseline|htmnpo_skywork_s2|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,baseline,htmnpo_skywork_s2,baseline,htmnpo_skywork_s2,keep,664.2
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|baseline|htmnpo_athene_s2|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,baseline,htmnpo_athene_s2,baseline,htmnpo_athene_s2,keep,655.5
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|baseline|htmnpo_armo_s2|flip,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,baseline,htmnpo_armo_s2,htmnpo_armo_s2,baseline,flip,662.0
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|baseline|ronpo_s2_ckpt1400|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,baseline,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,keep,712.0
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|baseline|ronpo_s2_ckpt2457|flip,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,flip,642.0
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_skywork_s2|htmnpo_athene_s2|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,840.0
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_skywork_s2|htmnpo_armo_s2|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_skywork_s2,htmnpo_armo_s2,keep,846.5
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_skywork_s2|ronpo_s2_ckpt1400|flip,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,flip,896.5
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_skywork_s2|ronpo_s2_ckpt2457|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,ronpo_s2_ckpt2457,keep,826.5
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_athene_s2|htmnpo_armo_s2|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_athene_s2,htmnpo_armo_s2,keep,837.8
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,887.8
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_athene_s2|ronpo_s2_ckpt2457|flip,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,flip,817.8
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_armo_s2|ronpo_s2_ckpt1400|keep,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,ronpo_s2_ckpt1400,keep,894.2
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|htmnpo_armo_s2|ronpo_s2_ckpt2457|flip,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_armo_s2,flip,824.2
ronpo-s2-gpt55|4be25e0426542f0ad7f76ddecfe2873415c5a7c0|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,4be25e0426542f0ad7f76ddecfe2873415c5a7c0,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,874.2
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|baseline|htmnpo_skywork_s2|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,baseline,htmnpo_skywork_s2,htmnpo_skywork_s2,baseline,flip,485.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|baseline|htmnpo_athene_s2|keep,4bfc5b401f85732f9035495a3ea0a736cf76b38a,baseline,htmnpo_athene_s2,baseline,htmnpo_athene_s2,keep,496.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|baseline|htmnpo_armo_s2|keep,4bfc5b401f85732f9035495a3ea0a736cf76b38a,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,538.0
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|baseline|ronpo_s2_ckpt1400|keep,4bfc5b401f85732f9035495a3ea0a736cf76b38a,baseline,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,keep,479.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|baseline|ronpo_s2_ckpt2457|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,flip,548.0
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_skywork_s2|htmnpo_athene_s2|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_athene_s2,htmnpo_skywork_s2,flip,664.0
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_skywork_s2|htmnpo_armo_s2|keep,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_skywork_s2,htmnpo_armo_s2,keep,705.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_skywork_s2|ronpo_s2_ckpt1400|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,flip,647.0
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_skywork_s2|ronpo_s2_ckpt2457|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_skywork_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,flip,715.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_athene_s2|htmnpo_armo_s2|keep,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_athene_s2,htmnpo_armo_s2,keep,716.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,658.0
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_athene_s2|ronpo_s2_ckpt2457|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,flip,726.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_armo_s2|ronpo_s2_ckpt1400|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_armo_s2,flip,699.5
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|htmnpo_armo_s2|ronpo_s2_ckpt2457|keep,4bfc5b401f85732f9035495a3ea0a736cf76b38a,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,keep,768.0
ronpo-s2-gpt55|4bfc5b401f85732f9035495a3ea0a736cf76b38a|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,4bfc5b401f85732f9035495a3ea0a736cf76b38a,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,709.5
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|baseline|htmnpo_skywork_s2|flip,4c0bb08d8ae1f289bcd3289c08e4e43005299086,baseline,htmnpo_skywork_s2,htmnpo_skywork_s2,baseline,flip,988.0
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|baseline|htmnpo_athene_s2|flip,4c0bb08d8ae1f289bcd3289c08e4e43005299086,baseline,htmnpo_athene_s2,htmnpo_athene_s2,baseline,flip,721.8
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|baseline|htmnpo_armo_s2|flip,4c0bb08d8ae1f289bcd3289c08e4e43005299086,baseline,htmnpo_armo_s2,htmnpo_armo_s2,baseline,flip,901.5
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|baseline|ronpo_s2_ckpt1400|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,baseline,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,keep,708.0
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|baseline|ronpo_s2_ckpt2457|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,baseline,ronpo_s2_ckpt2457,baseline,ronpo_s2_ckpt2457,keep,733.8
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_skywork_s2|htmnpo_athene_s2|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,846.0
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_skywork_s2|htmnpo_armo_s2|flip,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_skywork_s2,flip,1025.8
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_skywork_s2|ronpo_s2_ckpt1400|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,keep,832.2
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_skywork_s2|ronpo_s2_ckpt2457|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,ronpo_s2_ckpt2457,keep,858.0
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_athene_s2|htmnpo_armo_s2|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_athene_s2,htmnpo_armo_s2,keep,759.5
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_athene_s2|ronpo_s2_ckpt1400|flip,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_athene_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_athene_s2,flip,566.0
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_athene_s2|ronpo_s2_ckpt2457|flip,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,flip,591.8
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_armo_s2|ronpo_s2_ckpt1400|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,ronpo_s2_ckpt1400,keep,745.8
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|htmnpo_armo_s2|ronpo_s2_ckpt2457|keep,4c0bb08d8ae1f289bcd3289c08e4e43005299086,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,keep,771.5
ronpo-s2-gpt55|4c0bb08d8ae1f289bcd3289c08e4e43005299086|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,4c0bb08d8ae1f289bcd3289c08e4e43005299086,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,578.0
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|baseline|htmnpo_skywork_s2|keep,4d0a03079176404cb1cd386b187484ddbf10c952,baseline,htmnpo_skywork_s2,baseline,htmnpo_skywork_s2,keep,478.2
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|baseline|htmnpo_athene_s2|flip,4d0a03079176404cb1cd386b187484ddbf10c952,baseline,htmnpo_athene_s2,htmnpo_athene_s2,baseline,flip,534.5
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|baseline|htmnpo_armo_s2|keep,4d0a03079176404cb1cd386b187484ddbf10c952,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,347.8
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|baseline|ronpo_s2_ckpt1400|flip,4d0a03079176404cb1cd386b187484ddbf10c952,baseline,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,flip,769.2
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|baseline|ronpo_s2_ckpt2457|keep,4d0a03079176404cb1cd386b187484ddbf10c952,baseline,ronpo_s2_ckpt2457,baseline,ronpo_s2_ckpt2457,keep,761.2
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_skywork_s2|htmnpo_athene_s2|keep,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,719.5
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_skywork_s2|htmnpo_armo_s2|keep,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_skywork_s2,htmnpo_armo_s2,keep,532.8
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_skywork_s2|ronpo_s2_ckpt1400|flip,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,flip,954.2
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_skywork_s2|ronpo_s2_ckpt2457|keep,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,ronpo_s2_ckpt2457,keep,946.2
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_athene_s2|htmnpo_armo_s2|flip,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_athene_s2,flip,589.0
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,1010.5
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_athene_s2|ronpo_s2_ckpt2457|keep,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,ronpo_s2_ckpt2457,keep,1002.5
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_armo_s2|ronpo_s2_ckpt1400|flip,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_armo_s2,flip,823.8
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|htmnpo_armo_s2|ronpo_s2_ckpt2457|flip,4d0a03079176404cb1cd386b187484ddbf10c952,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_armo_s2,flip,815.8
ronpo-s2-gpt55|4d0a03079176404cb1cd386b187484ddbf10c952|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,4d0a03079176404cb1cd386b187484ddbf10c952,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,1237.2
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|baseline|htmnpo_skywork_s2|keep,4d425a4839d78b0525831536a239326b72729645,baseline,htmnpo_skywork_s2,baseline,htmnpo_skywork_s2,keep,475.8
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|baseline|htmnpo_athene_s2|keep,4d425a4839d78b0525831536a239326b72729645,baseline,htmnpo_athene_s2,baseline,htmnpo_athene_s2,keep,558.0
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|baseline|htmnpo_armo_s2|keep,4d425a4839d78b0525831536a239326b72729645,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,575.5
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|baseline|ronpo_s2_ckpt1400|flip,4d425a4839d78b0525831536a239326b72729645,baseline,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,flip,475.5
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|baseline|ronpo_s2_ckpt2457|keep,4d425a4839d78b0525831536a239326b72729645,baseline,ronpo_s2_ckpt2457,baseline,ronpo_s2_ckpt2457,keep,474.0
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_skywork_s2|htmnpo_athene_s2|keep,4d425a4839d78b0525831536a239326b72729645,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,537.0
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_skywork_s2|htmnpo_armo_s2|keep,4d425a4839d78b0525831536a239326b72729645,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_skywork_s2,htmnpo_armo_s2,keep,554.5
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_skywork_s2|ronpo_s2_ckpt1400|keep,4d425a4839d78b0525831536a239326b72729645,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,keep,454.5
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_skywork_s2|ronpo_s2_ckpt2457|keep,4d425a4839d78b0525831536a239326b72729645,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,ronpo_s2_ckpt2457,keep,453.0
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_athene_s2|htmnpo_armo_s2|flip,4d425a4839d78b0525831536a239326b72729645,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_athene_s2,flip,636.8
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,4d425a4839d78b0525831536a239326b72729645,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,536.8
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_athene_s2|ronpo_s2_ckpt2457|keep,4d425a4839d78b0525831536a239326b72729645,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,ronpo_s2_ckpt2457,keep,535.2
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_armo_s2|ronpo_s2_ckpt1400|keep,4d425a4839d78b0525831536a239326b72729645,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,ronpo_s2_ckpt1400,keep,554.2
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|htmnpo_armo_s2|ronpo_s2_ckpt2457|flip,4d425a4839d78b0525831536a239326b72729645,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_armo_s2,flip,552.8
ronpo-s2-gpt55|4d425a4839d78b0525831536a239326b72729645|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,4d425a4839d78b0525831536a239326b72729645,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,452.8
ronpo-s2-gpt55|4df0dc6d6a237e3ad9dcf331ab32b42638f42636|baseline|htmnpo_skywork_s2|flip,4df0dc6d6a237e3ad9dcf331ab32b42638f42636,baseline,htmnpo_skywork_s2,htmnpo_skywork_s2,baseline,flip,565.2
ronpo-s2-gpt55|4df0dc6d6a237e3ad9dcf331ab32b42638f42636|baseline|htmnpo_athene_s2|keep,4df0dc6d6a237e3ad9dcf331ab32b42638f42636,baseline,htmnpo_athene_s2,baseline,htmnpo_athene_s2,keep,1752.0
ronpo-s2-gpt55|4df0dc6d6a237e3ad9dcf331ab32b42638f42636|baseline|htmnpo_armo_s2|flip,4df0dc6d6a237e3ad9dcf331ab32b42638f42636,baseline,htmnpo_armo_s2,htmnpo_armo_s2,baseline,flip,733.8
ronpo-s2-gpt55|4df0dc6d6a237e3ad9dcf331ab32b42638f42636|baseline|ronpo_s2_ckpt1400|flip,4df0dc6d6a237e3ad9dcf331ab32b42638f42636,baseline,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,flip,566.0
ronpo-s2-gpt55|4df0dc6d6a237e3ad9dcf331ab32b42638f42636|baseline|ronpo_s2_ckpt2457|flip,4df0dc6d6a237e3ad9dcf331ab32b42638f42636,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,flip,566.0
ronpo-s2-gpt55|4df0dc6d6a237e3ad9dcf331ab32b42638f42636|htmnpo_skywork_s2|htmnpo_athene_s2|keep,4df0dc6d6a237e3ad9dcf331ab32b42638f42636,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,1867.2
ronpo-s2-gpt55|4df0dc6d6a237e3ad9dcf331ab32b42638f42636|htmnpo_skywork_s2|htmnpo_armo_s2|flip,4df0dc6d6a237e3ad9dcf331ab32b42638f42636,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_skywork_s2,flip,849.0
