alpha,n_seeds,bt_deviance,rho_star_mean,rho_star_std,rho_star_min,frac_rho_star_positive,max_rho_star_gap,ref_is_maxmin_optimal_frac,ref_exploitability,ks_defined_frac,ir_ideal_min_mean
0.0,3,0.0002720170896100216,0.030000047518233583,5.5392735668161324e-08,0.030000003697083454,1.0,1.9292553665728462e-13,0.0,0.03996369907541684,1.0,0.036584822287706945
0.25,3,0.020130407191311716,0.030000020771923656,7.098159039665469e-08,0.029999943509449765,1.0,1.1458552487061957e-07,0.0,0.04451386821443754,1.0,0.03531111396652272
0.5,3,0.0811949337440479,0.029999994755525252,8.220146254085571e-08,0.029999915827647473,1.0,1.908318799613562e-07,0.0,0.054738673900830516,1.0,0.035072251461736925
0.75,3,0.18813349427842793,0.03000002206964082,6.331336238180192e-08,0.02999995006616045,1.0,2.996651481262935e-07,0.0,0.06684347696643005,1.0,0.03705608429552899
1.0,3,0.3502390135028981,0.02722335307664489,0.002639670869918286,0.024746225215820976,1.0,1.2875424157399173e-07,0.0,0.07548919158710832,1.0,0.03743433991359509
