custom_id,prompt_id,left_model,right_model,model_a,model_b,order,input_tokens_est
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|htmnpo_skywork_s2|ronpo_s2_ckpt1400|flip,0aca484842e5c46148725b40be56ba028daac501,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,flip,1690.8
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|htmnpo_skywork_s2|ronpo_s2_ckpt2457|flip,0aca484842e5c46148725b40be56ba028daac501,htmnpo_skywork_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,flip,2587.2
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|htmnpo_athene_s2|htmnpo_armo_s2|keep,0aca484842e5c46148725b40be56ba028daac501,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_athene_s2,htmnpo_armo_s2,keep,2128.5
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,0aca484842e5c46148725b40be56ba028daac501,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,1807.2
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|htmnpo_athene_s2|ronpo_s2_ckpt2457|keep,0aca484842e5c46148725b40be56ba028daac501,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,ronpo_s2_ckpt2457,keep,2703.8
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|htmnpo_armo_s2|ronpo_s2_ckpt1400|flip,0aca484842e5c46148725b40be56ba028daac501,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_armo_s2,flip,1120.0
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|htmnpo_armo_s2|ronpo_s2_ckpt2457|flip,0aca484842e5c46148725b40be56ba028daac501,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_armo_s2,flip,2016.5
ronpo-s2-gpt55|0aca484842e5c46148725b40be56ba028daac501|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|keep,0aca484842e5c46148725b40be56ba028daac501,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,keep,1695.2
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|baseline|htmnpo_skywork_s2|flip,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,baseline,htmnpo_skywork_s2,htmnpo_skywork_s2,baseline,flip,956.2
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|baseline|htmnpo_athene_s2|flip,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,baseline,htmnpo_athene_s2,htmnpo_athene_s2,baseline,flip,1082.5
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|baseline|htmnpo_armo_s2|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,1029.0
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|baseline|ronpo_s2_ckpt1400|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,baseline,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,keep,1074.8
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|baseline|ronpo_s2_ckpt2457|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,baseline,ronpo_s2_ckpt2457,baseline,ronpo_s2_ckpt2457,keep,1086.8
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_skywork_s2|htmnpo_athene_s2|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,1206.2
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_skywork_s2|htmnpo_armo_s2|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_skywork_s2,htmnpo_armo_s2,keep,1152.8
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_skywork_s2|ronpo_s2_ckpt1400|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,keep,1198.5
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_skywork_s2|ronpo_s2_ckpt2457|flip,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_skywork_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,flip,1210.5
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_athene_s2|htmnpo_armo_s2|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_athene_s2,htmnpo_armo_s2,keep,1279.0
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,1324.8
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_athene_s2|ronpo_s2_ckpt2457|flip,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,flip,1336.8
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_armo_s2|ronpo_s2_ckpt1400|flip,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_armo_s2,flip,1271.2
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|htmnpo_armo_s2|ronpo_s2_ckpt2457|keep,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,keep,1283.2
ronpo-s2-gpt55|0c8572f4f74e2fb8bc01f75de4cc8c098dff3391|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,1329.0
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|baseline|htmnpo_skywork_s2|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,baseline,htmnpo_skywork_s2,htmnpo_skywork_s2,baseline,flip,766.8
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|baseline|htmnpo_athene_s2|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,baseline,htmnpo_athene_s2,htmnpo_athene_s2,baseline,flip,860.5
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|baseline|htmnpo_armo_s2|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,baseline,htmnpo_armo_s2,htmnpo_armo_s2,baseline,flip,853.0
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|baseline|ronpo_s2_ckpt1400|keep,6cb224f3ae7d0bb382862b315adc999ff570d293,baseline,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,keep,558.2
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|baseline|ronpo_s2_ckpt2457|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,flip,558.2
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_skywork_s2|htmnpo_athene_s2|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_athene_s2,htmnpo_skywork_s2,flip,1126.0
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_skywork_s2|htmnpo_armo_s2|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_skywork_s2,flip,1118.5
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_skywork_s2|ronpo_s2_ckpt1400|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,flip,823.8
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_skywork_s2|ronpo_s2_ckpt2457|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_skywork_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,flip,823.8
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_athene_s2|htmnpo_armo_s2|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_athene_s2,flip,1212.2
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,917.5
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_athene_s2|ronpo_s2_ckpt2457|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,flip,917.5
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_armo_s2|ronpo_s2_ckpt1400|keep,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,ronpo_s2_ckpt1400,keep,910.0
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|htmnpo_armo_s2|ronpo_s2_ckpt2457|keep,6cb224f3ae7d0bb382862b315adc999ff570d293,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,keep,910.0
ronpo-s2-gpt55|6cb224f3ae7d0bb382862b315adc999ff570d293|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,6cb224f3ae7d0bb382862b315adc999ff570d293,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,615.2
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|baseline|htmnpo_skywork_s2|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,baseline,htmnpo_skywork_s2,baseline,htmnpo_skywork_s2,keep,429.5
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|baseline|htmnpo_athene_s2|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,baseline,htmnpo_athene_s2,baseline,htmnpo_athene_s2,keep,429.5
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|baseline|htmnpo_armo_s2|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,601.2
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|baseline|ronpo_s2_ckpt1400|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,baseline,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,keep,454.0
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|baseline|ronpo_s2_ckpt2457|flip,e807499ade78b2e55b1386bba7f6c717c02bf26f,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,flip,419.5
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_skywork_s2|htmnpo_athene_s2|flip,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_athene_s2,htmnpo_skywork_s2,flip,541.8
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_skywork_s2|htmnpo_armo_s2|flip,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_skywork_s2,flip,713.5
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_skywork_s2|ronpo_s2_ckpt1400|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,keep,566.2
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_skywork_s2|ronpo_s2_ckpt2457|flip,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_skywork_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,flip,531.8
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_athene_s2|htmnpo_armo_s2|flip,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_athene_s2,flip,713.5
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,566.2
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_athene_s2|ronpo_s2_ckpt2457|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,ronpo_s2_ckpt2457,keep,531.8
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_armo_s2|ronpo_s2_ckpt1400|flip,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_armo_s2,flip,738.0
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|htmnpo_armo_s2|ronpo_s2_ckpt2457|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,keep,703.5
ronpo-s2-gpt55|e807499ade78b2e55b1386bba7f6c717c02bf26f|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|keep,e807499ade78b2e55b1386bba7f6c717c02bf26f,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,keep,556.2
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|baseline|htmnpo_skywork_s2|flip,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,baseline,htmnpo_skywork_s2,htmnpo_skywork_s2,baseline,flip,402.0
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|baseline|htmnpo_athene_s2|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,baseline,htmnpo_athene_s2,baseline,htmnpo_athene_s2,keep,382.0
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|baseline|htmnpo_armo_s2|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,455.2
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|baseline|ronpo_s2_ckpt1400|flip,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,baseline,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,flip,345.0
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|baseline|ronpo_s2_ckpt2457|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,baseline,ronpo_s2_ckpt2457,baseline,ronpo_s2_ckpt2457,keep,345.0
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_skywork_s2|htmnpo_athene_s2|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,488.2
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_skywork_s2|htmnpo_armo_s2|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_skywork_s2,htmnpo_armo_s2,keep,561.5
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_skywork_s2|ronpo_s2_ckpt1400|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,keep,451.2
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_skywork_s2|ronpo_s2_ckpt2457|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,ronpo_s2_ckpt2457,keep,451.2
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_athene_s2|htmnpo_armo_s2|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_athene_s2,htmnpo_armo_s2,keep,541.5
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_athene_s2|ronpo_s2_ckpt1400|flip,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_athene_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_athene_s2,flip,431.2
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_athene_s2|ronpo_s2_ckpt2457|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,ronpo_s2_ckpt2457,keep,431.2
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_armo_s2|ronpo_s2_ckpt1400|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,ronpo_s2_ckpt1400,keep,504.5
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|htmnpo_armo_s2|ronpo_s2_ckpt2457|flip,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_armo_s2,flip,504.5
ronpo-s2-gpt55|ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|keep,ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,keep,394.2
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|baseline|htmnpo_skywork_s2|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,baseline,htmnpo_skywork_s2,htmnpo_skywork_s2,baseline,flip,501.2
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|baseline|htmnpo_athene_s2|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,baseline,htmnpo_athene_s2,htmnpo_athene_s2,baseline,flip,468.8
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|baseline|htmnpo_armo_s2|keep,0851ebfa630f955cb5f2459c2a006ef81c0e00de,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,505.0
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|baseline|ronpo_s2_ckpt1400|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,baseline,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,flip,464.2
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|baseline|ronpo_s2_ckpt2457|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,flip,471.0
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_skywork_s2|htmnpo_athene_s2|keep,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,581.5
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_skywork_s2|htmnpo_armo_s2|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_skywork_s2,flip,617.8
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_skywork_s2|ronpo_s2_ckpt1400|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,flip,577.0
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_skywork_s2|ronpo_s2_ckpt2457|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_skywork_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,flip,583.8
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_athene_s2|htmnpo_armo_s2|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_athene_s2,flip,585.2
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_athene_s2|ronpo_s2_ckpt1400|keep,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_athene_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,keep,544.5
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_athene_s2|ronpo_s2_ckpt2457|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,flip,551.2
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_armo_s2|ronpo_s2_ckpt1400|keep,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,ronpo_s2_ckpt1400,keep,580.8
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|htmnpo_armo_s2|ronpo_s2_ckpt2457|keep,0851ebfa630f955cb5f2459c2a006ef81c0e00de,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,keep,587.5
ronpo-s2-gpt55|0851ebfa630f955cb5f2459c2a006ef81c0e00de|ronpo_s2_ckpt1400|ronpo_s2_ckpt2457|flip,0851ebfa630f955cb5f2459c2a006ef81c0e00de,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,flip,546.8
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|baseline|htmnpo_skywork_s2|keep,dea401b01053da02f6625ebf75f963529ffdfba6,baseline,htmnpo_skywork_s2,baseline,htmnpo_skywork_s2,keep,1055.0
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|baseline|htmnpo_athene_s2|flip,dea401b01053da02f6625ebf75f963529ffdfba6,baseline,htmnpo_athene_s2,htmnpo_athene_s2,baseline,flip,880.2
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|baseline|htmnpo_armo_s2|keep,dea401b01053da02f6625ebf75f963529ffdfba6,baseline,htmnpo_armo_s2,baseline,htmnpo_armo_s2,keep,988.2
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|baseline|ronpo_s2_ckpt1400|flip,dea401b01053da02f6625ebf75f963529ffdfba6,baseline,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,flip,1106.8
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|baseline|ronpo_s2_ckpt2457|flip,dea401b01053da02f6625ebf75f963529ffdfba6,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,flip,986.0
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|htmnpo_skywork_s2|htmnpo_athene_s2|keep,dea401b01053da02f6625ebf75f963529ffdfba6,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_athene_s2,keep,988.8
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|htmnpo_skywork_s2|htmnpo_armo_s2|keep,dea401b01053da02f6625ebf75f963529ffdfba6,htmnpo_skywork_s2,htmnpo_armo_s2,htmnpo_skywork_s2,htmnpo_armo_s2,keep,1096.8
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|htmnpo_skywork_s2|ronpo_s2_ckpt1400|keep,dea401b01053da02f6625ebf75f963529ffdfba6,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,keep,1215.2
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|htmnpo_skywork_s2|ronpo_s2_ckpt2457|keep,dea401b01053da02f6625ebf75f963529ffdfba6,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,ronpo_s2_ckpt2457,keep,1094.5
ronpo-s2-gpt55|dea401b01053da02f6625ebf75f963529ffdfba6|htmnpo_athene_s2|htmnpo_armo_s2|keep,dea401b01053da02f6625ebf75f963529ffdfba6,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_athene_s2,htmnpo_armo_s2,keep,922.0
