model,display,mean_pairwise_win_rate,num_matchups,ci_low,ci_high,bootstrap_iterations
ronpo_s2_ckpt2457,RONPO S2 checkpoint-2457,0.5927357032457496,5,0.5709428129829985,0.6136012364760433,2000
baseline,Base,0.5581143740340031,5,0.5329211746522411,0.5840842349304481,2000
ronpo_s2_ckpt1400,RONPO S2 checkpoint-1400,0.5531684698608965,5,0.5306027820710975,0.5749690880989181,2000
htmnpo_skywork_s2,HT-MNPO Skywork S2,0.5054095826893354,5,0.48407650695517773,0.5272024729520866,2000
htmnpo_armo_s2,HT-MNPO ArmoRM S2,0.4262751159196291,5,0.402469088098918,0.4493044822256569,2000
htmnpo_athene_s2,HT-MNPO Athene S2,0.3642967542503864,5,0.34249999999999997,0.38547140649149925,2000
