seed,alpha,method,status,converged,bt_deviance_per_edge,rho_star,rho_star_gap,min_surplus,avg_surplus,normalized_min_surplus,nash_welfare,nash_welfare_defined,exploitability,kl_from_reference,raw_multiplier_l1,target_log_ratio_l2,fixed_point_residual,extra_map_residual,inverse_surplus_residual,projected_kkt_residual,target_identity_residual,outer_iterations_used,expected_non_convergent,tv_to_exact_proximal,tv_to_exact_global,wall_clock_seconds,peak_rss_mb,box_bound_active,non_converged_reasons
0,0.0,reference,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.0,0.0,0.0,undefined,False,0.03688426355022861,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.6606623763429085,0.7965647749306255,0.0,470.8671875,False,
0,0.0,exact_global_nash,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.03296881461371969,0.034932742705581166,0.9684459577065871,-13.420710921842494,True,0.07266449377017162,1.5975547477274135,NA,327.2486148740028,NA,NA,NA,NA,NA,NA,NA,0.17256145562159864,0.0,0.9904530048370361,470.8671875,False,
0,0.0,exact_proximal_nash,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.03152550509729168,0.03305665567789119,0.9260493085312634,-13.642086968217724,True,0.0707250639907863,1.1497932039350078,NA,60.54729488990934,NA,NA,NA,NA,NA,NA,NA,0.0,0.17256145562159864,2.6976377964019775,470.8671875,False,
0,0.0,nbpo_direct,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.03152550504240357,0.03305665561618017,0.9260493069189468,-13.64208697520127,True,0.07072506382846255,1.1497931969514539,121.24125984167816,60.5472958790905,2.782726509615273e-14,2.220446049250313e-16,9.020562075079397e-17,0.0,1.3322676295501878e-15,33,False,3.33722442672142e-08,0.17256145452674027,3.6360533237457275,471.453125,False,
0,0.0,nbpo_rstep_legacy,ok,False,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.03062451681032924,0.03210075745857432,0.899583132095346,-13.759429207213435,True,0.06972629117467338,1.0448306793353193,100.64285178694257,48.44039977871286,1.2102384094880847e-08,1.821158779335974e-10,0.008289389857692939,0.008289389857694118,8.881784197001252e-16,1500,True,0.036542493275671294,0.20840488871189686,3.457440137863159,471.453125,False,projected_kkt 8.29e-03 >= 1e-06; inverse_surplus 8.29e-03 >= 1e-06 with no active box bound
0,0.0,fixed_reference_nash,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.03152408848823705,0.03307337694011659,0.9260076961976481,-13.640164910057646,True,0.07076096745903543,1.1518748247913844,120.96000312297706,60.59526158363596,0.0,0.0,6.938893903907228e-18,0.0,1.3322676295501878e-15,34,False,0.004091793496763844,0.17150797143774504,0.022005796432495117,471.453125,False,
0,0.0,bt_rm_nash,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.031519585996429865,0.03307227035835558,0.9258754372723164,-13.64030129908235,True,0.07075915352427885,1.1517370994632405,30.059075428088224,60.61581405605939,0.0,0.0,2.7755575615628914e-17,0.0,1.7763568394002505e-15,54,False,0.004073519721418829,0.17151787625179532,0.03247261047363281,471.453125,False,
0,0.0,game_utilitarian,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.031486864859861866,0.03307610452914876,0.924914266759754,-13.640122280207356,True,0.07075382270522543,1.1519594052950897,121.24125984167816,60.67976541259216,7.793183487425637e-09,1.0582490439503545e-10,NA,NA,1.3322676295501878e-15,NA,False,0.0051313415771215894,0.17231840317523361,0.14740896224975586,471.453125,False,
0,0.0,game_ks,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.031587837288778196,0.033091093783752766,0.9278802921315956,-13.638836554688528,True,0.07081191567625345,1.1558900034276185,121.24125984167816,60.913730931395676,4.562248195894014e-08,2.536997278923536e-10,NA,NA,8.881784197001252e-16,NA,False,0.018675516911987818,0.17016025096743442,67.06490540504456,471.453125,False,
0,0.0,bt_rm_utilitarian,ok,True,9.754789494540754e-05,0.0340430091646976,1.7092577353494676e-13,0.03147973168272993,0.033090717329754674,0.9247047324880501,-13.638469266747792,True,0.07078697341916462,1.1538888160698364,30.059075428088224,60.75341317419829,0.7979661460646195,0.0,NA,NA,1.7763568394002505e-15,NA,False,0.00798716035272705,0.17137381231214838,0.0009362697601318359,471.453125,False,
0,0.25,reference,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.0,0.0,0.0,undefined,False,0.03688426355022863,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.6581390179968276,0.7573032796587015,0.0,471.453125,False,
0,0.25,exact_global_nash,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.032630096796009325,0.034415489397808814,0.9761771272126331,-13.4808087106362,True,0.0729360743284942,1.4773922017341707,NA,318.8573888115698,NA,NA,NA,NA,NA,NA,NA,0.10910369547917982,0.0,0.9573371410369873,471.453125,False,
0,0.25,exact_proximal_nash,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.031283936780982013,0.03281875920963567,0.9359047791269666,-13.670813907321456,True,0.07065555091785417,1.1442245772625566,NA,60.58098581044237,NA,NA,NA,NA,NA,NA,NA,0.0,0.10910369547917982,3.1477997303009033,471.453125,False,
0,0.25,nbpo_direct,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.03128393670338213,0.032818759236741615,0.9359047768054524,-13.67081390392299,True,0.07065555067847315,1.1442245806610172,122.11051781865064,60.580986105298955,2.4723288971628676e-08,3.596184228182864e-08,3.049102637042722e-11,3.04893887914659e-11,1.3322676295501878e-15,54,False,2.0664260175465882e-08,0.10910369201252271,7.058337688446045,471.453125,False,
0,0.25,nbpo_rstep_legacy,ok,False,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.029478561185621286,0.03126080357103379,0.8818943245078258,-13.864407408101545,True,0.07280366628187006,1.0916497241657859,101.51175933316318,49.390097777115834,0.9245802226357798,0.92458181439431,0.009156450704135944,0.009156450704132624,8.881784197001252e-16,1500,True,0.08005663977594406,0.18307829827217054,3.4770021438598633,471.453125,False,projected_kkt 9.16e-03 >= 1e-06; inverse_surplus 9.16e-03 >= 1e-06 with no active box bound; inner_extra_map 9.25e-01 >= 1e-04
0,0.25,fixed_reference_nash,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.03119926318741449,0.0326651629058011,0.9333716445844537,-13.690417607692229,True,0.07312262009168932,1.1518748247913846,120.96000312297707,60.59526158363597,0.0,0.0,6.938893903907228e-18,0.0,1.7763568394002505e-15,38,False,0.03805702899118953,0.13211515577714578,0.024100542068481445,471.453125,False,
0,0.25,bt_rm_nash,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.03119430797024616,0.03266388546686898,0.9332234020067396,-13.690577086544147,True,0.07312619394449962,1.1517370994632405,30.05907542808824,60.61581405605942,3.3306690738754696e-16,0.0,2.498001805406602e-16,0.0,1.7763568394002505e-15,32,False,0.03804734369328277,0.13218229889657823,0.019944190979003906,471.453125,False,
0,0.25,game_utilitarian,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.031253421449028984,0.032833849105951586,0.9349918682867667,-13.669251474573379,True,0.0707032250723024,1.14592932952582,122.11051781865064,60.697340908808854,2.286197703371684e-08,1.6343851272360155e-08,NA,NA,1.7763568394002505e-15,NA,False,0.003587388059995983,0.10873141551767782,0.22621917724609375,471.453125,False,
0,0.25,game_ks,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.03133864479811811,0.032833533075164054,0.9375414495707376,-13.669593508759068,True,0.07076855090612365,1.1470464946464796,122.11051781865064,60.76822519720288,3.9764064263536625e-08,2.0011857837509694e-08,NA,NA,1.3322676295501878e-15,NA,False,0.011392308624828764,0.10889288010945927,67.07642698287964,471.453125,False,
0,0.25,bt_rm_utilitarian,ok,True,0.009619744003003045,0.033426409906961246,5.980666722277261e-08,0.031153535461121967,0.03267333375821138,0.9320036326914684,-13.689838473157334,True,0.07320304709367713,1.1538888160698364,30.05907542808824,60.75341317419832,0.7979661460646195,0.0,NA,NA,1.3322676295501878e-15,NA,False,0.040019681861036674,0.13311895928634246,0.0009415149688720703,471.453125,False,
0,0.5,reference,ok,True,0.03885761347401606,0.03304832425684611,6.955321314033869e-08,0.0,0.0,0.0,undefined,False,0.03688426355022861,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.6618622245990798,0.7454356945842313,0.0,471.453125,False,
0,0.5,exact_global_nash,ok,True,0.03885761347401606,0.03304832425684611,6.955321314033869e-08,0.03237979933215572,0.03415468740341766,0.9797712912916635,-13.511073657626238,True,0.0725871482809009,1.4390516669409876,NA,313.5233004622186,NA,NA,NA,NA,NA,NA,NA,0.08524627048339209,0.0,0.6399698257446289,471.453125,False,
