alpha,method,n,wall_clock_mean_s,wall_clock_max_s,peak_rss_mb_max,outer_iterations_mean
0.0,reference,3,0.0,0.0,472.953125,
0.0,exact_global_nash,3,0.994032065073649,1.2409381866455078,472.953125,
0.0,exact_proximal_nash,3,3.0317981243133545,3.208108901977539,472.953125,
0.0,nbpo_direct,3,4.9552773634592695,6.302238702774048,472.953125,43.333333333333336
0.0,nbpo_rstep_legacy,3,3.4705541133880615,3.4847376346588135,472.953125,1500.0
0.0,fixed_reference_nash,3,0.025801340738932293,0.035955190658569336,472.953125,41.0
0.0,bt_rm_nash,3,0.024626890818277996,0.03247261047363281,472.953125,40.333333333333336
0.0,game_utilitarian,3,0.1708683172861735,0.20711159706115723,472.953125,
0.0,game_ks,3,71.94009860356648,85.96245574951172,472.953125,
0.0,bt_rm_utilitarian,3,0.0009410381317138672,0.0009481906890869141,472.953125,
0.25,reference,3,0.0,0.0,472.953125,
0.25,exact_global_nash,3,1.0257478555043538,1.1143622398376465,472.953125,
0.25,exact_proximal_nash,3,3.286412556966146,3.6588382720947266,472.953125,
0.25,nbpo_direct,3,6.891671339670817,7.058337688446045,472.953125,58.0
0.25,nbpo_rstep_legacy,3,3.4664958318074546,3.4770021438598633,472.953125,1500.0
0.25,fixed_reference_nash,3,0.02655450503031413,0.036066293716430664,472.953125,42.333333333333336
0.25,bt_rm_nash,3,0.020316521326700848,0.02269148826599121,472.953125,32.333333333333336
0.25,game_utilitarian,3,0.20070592562357584,0.22621917724609375,472.953125,
0.25,game_ks,3,66.13716570536296,67.07642698287964,472.953125,
0.25,bt_rm_utilitarian,3,0.0009443759918212891,0.0009484291076660156,472.953125,
0.5,reference,3,0.0,0.0,472.953125,
0.5,exact_global_nash,3,0.626000165939331,0.6706840991973877,472.953125,
0.5,exact_proximal_nash,3,3.121160904566447,3.213696241378784,472.953125,
0.5,nbpo_direct,3,5.593538761138916,6.581622123718262,472.953125,54.333333333333336
0.5,nbpo_rstep_legacy,3,3.470588127772013,3.485023260116577,472.953125,1500.0
0.5,fixed_reference_nash,3,0.025009314219156902,0.03628945350646973,472.953125,39.666666666666664
0.5,bt_rm_nash,3,0.020117441813151043,0.021648168563842773,472.953125,32.333333333333336
0.5,game_utilitarian,3,0.13817501068115234,0.15077924728393555,472.953125,
0.5,game_ks,3,70.64460094769795,76.62265849113464,472.953125,
0.5,bt_rm_utilitarian,3,0.0009450912475585938,0.0009541511535644531,472.953125,
0.75,reference,3,0.0,0.0,472.953125,
0.75,exact_global_nash,3,0.4533805847167969,0.5762772560119629,472.953125,
0.75,exact_proximal_nash,3,2.960601886113485,3.1941776275634766,472.953125,
0.75,nbpo_direct,3,6.556336800257365,10.347468376159668,472.953125,65.0
0.75,nbpo_rstep_legacy,3,3.47765843073527,3.499110698699951,472.953125,1500.0
0.75,fixed_reference_nash,3,0.026337703069051106,0.035428524017333984,472.953125,41.666666666666664
0.75,bt_rm_nash,3,0.02072914441426595,0.022254228591918945,472.953125,33.0
0.75,game_utilitarian,3,0.1916189988454183,0.22116827964782715,472.953125,
0.75,game_ks,3,70.00586764017741,72.5192518234253,472.953125,
0.75,bt_rm_utilitarian,3,0.0009404023488362631,0.0009486675262451172,472.953125,
1.0,reference,3,0.0,0.0,472.953125,
1.0,exact_global_nash,3,0.38959868748982746,0.4288151264190674,472.953125,
1.0,exact_proximal_nash,3,2.7257352670033774,3.1460013389587402,472.953125,
1.0,nbpo_direct,3,6.5435943603515625,8.088552236557007,472.953125,65.33333333333333
1.0,nbpo_rstep_legacy,3,3.481451431910197,3.4823999404907227,472.953125,1500.0
1.0,fixed_reference_nash,3,0.02501853307088216,0.03509211540222168,472.953125,39.666666666666664
1.0,bt_rm_nash,3,0.02019842465718587,0.022676706314086914,472.953125,32.666666666666664
1.0,game_utilitarian,3,0.14951221148173013,0.15743136405944824,472.953125,
1.0,game_ks,3,69.01207216580708,71.01274919509888,472.953125,
1.0,bt_rm_utilitarian,3,0.0009442170461018881,0.0009472370147705078,472.953125,
