seed,alpha,method,status,converged,bt_deviance_per_edge,rho_star,rho_star_gap,min_surplus,avg_surplus,normalized_min_surplus,nash_welfare,nash_welfare_defined,exploitability,kl_from_reference,raw_multiplier_l1,target_log_ratio_l2,fixed_point_residual,extra_map_residual,inverse_surplus_residual,projected_kkt_residual,target_identity_residual,outer_iterations_used,expected_non_convergent,tv_to_exact_proximal,tv_to_exact_global,wall_clock_seconds,peak_rss_mb,box_bound_active,non_converged_reasons
0,0.0,reference,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.0,0.0,0.0,undefined,False,0.03688426355022861,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.6607661923265585,0.7949999999960248,0.0,475.328125,False,
0,0.0,exact_global_nash,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.032938692821007136,0.03500805678627448,0.9655849067308808,-13.413019879320082,True,0.0727513910291133,1.5936236201909826,NA,328.27537448073434,NA,NA,NA,NA,NA,NA,NA,0.16741332537704648,0.0,2.048734188079834,475.328125,False,
0,0.0,exact_proximal_nash,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.03158316705987257,0.03311661956761261,0.9258481988187297,-13.634877254221385,True,0.07075319577605516,1.151414792992669,NA,60.58477378409761,NA,NA,NA,NA,NA,NA,NA,0.0,0.16741332537704648,2.966269016265869,475.328125,False,
0,0.0,nbpo_direct,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.03158316713576715,0.03311661955606793,0.9258482010435498,-13.634877256127574,True,0.07075319575704042,1.1514147910864507,121.02404367158151,60.58477429933169,3.3084646133829665e-14,2.7755575615628914e-16,6.938893903907228e-17,0.0,1.7763568394002505e-15,31,False,5.282625866496905e-08,0.16741332319941796,4.476746320724487,475.328125,False,
0,0.0,nbpo_rstep_legacy,ok,False,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.03068228972873085,0.03216366037954633,0.8994393319431243,-13.751647987974188,True,0.06976187135801742,1.0469106331952154,100.5484930181528,48.5131195965399,5.292797311540198e-10,1.6643353362155722e-12,0.008263686975836883,0.008263686975837459,8.881784197001252e-16,1500,True,0.03644837147465689,0.2032381824551806,3.4732730388641357,475.328125,False,projected_kkt 8.26e-03 >= 1e-06; inverse_surplus 8.26e-03 >= 1e-06 with no active box bound
0,0.0,fixed_reference_nash,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.03158324090046517,0.03312056065138875,0.9258503634268431,-13.634424429319889,True,0.07076096745903543,1.1518748247913844,120.96000312297706,60.59526158363596,0.0,0.0,6.938893903907228e-18,0.0,1.3322676295501878e-15,34,False,0.0008725338846635808,0.16717853768600238,0.021972179412841797,475.328125,False,
0,0.0,bt_rm_nash,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.03157873138675544,0.03311943459540386,0.9257181687948801,-13.634563047391875,True,0.07075915352427885,1.1517370994632405,30.059075428088224,60.61581405605939,0.0,0.0,2.7755575615628914e-17,0.0,1.7763568394002505e-15,54,False,0.0009657740844586877,0.16719698091749144,0.03250837326049805,475.328125,False,
0,0.0,game_utilitarian,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.031543624609692796,0.03313596085374919,0.9246890273459506,-13.632936899259683,True,0.070781153949929,1.1535603118359743,121.02404367158151,60.719504977767464,1.3696013434483234e-08,2.403371945902677e-11,NA,NA,1.7763568394002505e-15,NA,False,0.005169911202454891,0.1668125230223465,0.18342304229736328,475.328125,False,
0,0.0,game_ks,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.03168985672463552,0.03314572856388337,0.928975764644098,-13.632266111755179,True,0.0708324752416164,1.157038944084583,121.02404367158151,60.92573457708093,1.5251741036781397e-08,3.771782886019537e-11,NA,NA,1.7763568394002505e-15,NA,False,0.019047597358683464,0.16580273753588942,58.49728465080261,475.328125,False,
0,0.0,bt_rm_utilitarian,ok,True,9.754789494540754e-05,0.03411268402333003,1.717237463338961e-13,0.03153844956136255,0.03313860726001726,0.924537322826696,-13.63264736118527,True,0.07078697341916462,1.1538888160698364,30.059075428088224,60.75341317419829,0.7979661460646195,0.0,NA,NA,1.7763568394002505e-15,NA,False,0.005698327826710848,0.16661512361491154,0.0009388923645019531,475.328125,False,
